悴,[cuì] haggard; sad; downcast; distressed; 
一,[yī] one; 1; single; a (article); as soon as; entire; whole; all; throughout; "one" radical in Chinese characters (Kangxi radical 1); also pr. [yao1] for greater clarity when spelling out numbers digit by digit; 
默,[mò] silent; to write from memory; 
高,[Gāo] surname Gao; [gāo] high; tall; above average; loud; your (honorific); 
顾,[Gù] surname Gu; [gù] to look after; to take into consideration; to attend to; 
靠,[kào] to lean against or on; to stand by the side of; to come near to; to depend on; to trust; to fuck (vulgar); traditional military costume drama where the performers wear armor (old); 
上,[shǎng] see 上聲|上声[shang3 sheng1]; [shàng] on top; upon; above; upper; previous; first (of multiple parts); to climb; to get onto; to go up; to attend (class or university); 
下,[xià] down; downwards; below; lower; later; next (week etc); second (of two parts); to decline; to go down; to arrive at (a decision, conclusion etc); measure word to show the frequency of an action; 
静,[jìng] still; calm; quiet; not moving; 
不,[bù] (negative prefix); not; no; 
难,[nán] difficult (to...); problem; difficulty; difficult; not good; [nàn] disaster; distress; to scold; 
闺,[guī] small arched door; boudoir; lady's chamber; by ext. women; 
个,[gè] individual; this; that; size; classifier for people or objects in general; [gè] variant of 個|个[ge4]; 
临,[lín] to face; to overlook; to arrive; to be (just) about to; just before; 
问,[wèn] to ask; 
为,[wéi] as (in the capacity of); to take sth as; to act as; to serve as; to behave as; to become; to be; to do; by (in the passive voice); [wèi] because of; for; to; [wéi] variant of 為|为[wei2]; as (i.e. in the capacity of); to take sth as; to act as; to serve as; to behave as; to become; to be; to do; [wèi] variant of 為|为[wei4], because of; for; to; 
长,[cháng] length; long; forever; always; constantly; [zhǎng] chief; head; elder; to grow; to develop; to increase; to enhance; 
主,[zhǔ] owner; master; host; individual or party concerned; God; Lord; main; to indicate or signify; trump card (in card games); 
钱,[Qián] surname Qian; [qián] coin; money; CL:筆|笔[bi3]; unit of weight, one tenth of a tael 兩|两[liang3]; 
么,[má] exclamatory final particle; [ma] interrogative final particle; [me] suffix, used to form interrogative 甚麼|什么[shen2 me5], what?, indefinite 這麼|这么[zhe4 me5] thus, etc; [me] variant of 麼|么[me5]; 
也,[Yě] surname Ye; [yě] also; too; (in Classical Chinese) final particle implying affirmation; 
习,[Xí] surname Xi; [xí] to practice; to study; habit; 
了,[le] (modal particle intensifying preceding clause); (completed action marker); [liǎo] to finish; to achieve; to understand; 
里,[lǐ] variant of 裡|里[li3]; [lǐ] lining; interior; inside; internal; also written 裏|里[li3]; [Lǐ] Li (surname); [lǐ] li (Chinese mile); 500 meters (modern); home; hometown; village; neighborhood; administrative unit; 
事,[shì] matter; thing; item; work; affair; CL:件[jian4],樁|桩[zhuang1]; 
人,[rén] man; person; people; CL:個|个[ge4],位[wei4]; 
都,[Dū] surname Du; [dōu] all; both; entirely; (used for emphasis) even; already; (not) at all; [dū] capital city; metropolis; 
那,[Nā] surname Na; [Nuó] surname Nuo; [nǎ] variant of 哪[na3]; [nà] that; those; then (in that case); commonly pr. [nei4] before a classifier, esp. in Beijing; [nuó] (archaic) many; beautiful; how; old variant of 挪[nuo2]; 
什,[shén] what; [shí] ten (used in fractions, writing checks etc); assorted; miscellaneous; 
遥,[yáo] distant; remote; far; far away; 
他,[tā] he or him; (used for either sex when the sex is unknown or unimportant); (used before sb's name for emphasis); (used as a meaningless mock object); other; another; 
以,[Yǐ] abbr. for Israel 以色列[Yi3 se4 lie4]; [yǐ] to use; according to; so as to; by means of; in order to; by; with; because; 
道,[dào] direction; way; road; path; CL:條|条[tiao2],股[gu3]; principle; truth; morality; reason; skill; method; Dao (of Daoism); to say; to speak; to talk; classifier for long thin things (rivers, cracks etc), barriers (walls, doors etc), questions (in an exam etc), commands, courses in a meal, steps in a process; province (of Korea or Japan); 
送,[sòng] to deliver; to carry; to give (as a present); to present (with); to see off; to send; 
们,[men] plural marker for pronouns, and nouns referring to individuals; 
会,[huì] can; to be possible; to be able to; will; to be likely to; to be sure to; to assemble; to meet; to gather; to see; union; group; association; CL:個|个[ge4]; a moment (Taiwan pr. for this sense is [hui3]); [kuài] to balance an account; accountancy; accounting; 
传,[chuán] to pass on; to spread; to transmit; to infect; to transfer; to circulate; to conduct (electricity); [zhuàn] biography; historical narrative; commentaries; relay station; 
远,[yuǎn] far; distant; remote; [yuàn] to distance oneself from (classical); 
但,[dàn] but; yet; however; only; merely; still; 
这,[zhè] this; these; (commonly pr. [zhei4] before a classifier, esp. in Beijing); 
住,[zhù] to live; to dwell; to stay; to reside; to stop; (suffix indicating firmness, steadiness, or coming to a halt); 
何,[Hé] surname He; [hé] what; how; why; which; carry; 
你,[nǐ] you (informal, as opposed to courteous 您[nin2]); 
过,[Guò] surname Guo; [guò] (experienced action marker); to cross; to go over; to pass (time); to celebrate (a holiday); to live; to get along; excessively; too-; 
依,[yī] to depend on; to comply with or listen to sb; according to; in the light of; 
边,[biān] side; edge; margin; border; boundary; CL:個|个[ge4]; simultaneously; [bian] suffix of a noun of locality; 
保,[Bǎo] Bulgaria; Bulgarian; abbr. for 保加利亞|保加利亚[Bao3 jia1 li4 ya4]; [bǎo] to defend; to protect; to keep; to guarantee; to ensure; 
轻,[qīng] light; easy; gentle; soft; reckless; unimportant; frivolous; small in number; unstressed; neutral; to disparage; 
像,[xiàng] to resemble; to be like; to look as if; such as; appearance; image; portrait; image under a mapping (math.); 
再,[zài] again; once more; re-; second; another; then (after sth, and not until then); 
几,[jī] small table; [jī] almost; [jǐ] how much; how many; several; a few; 
转,[zhuǎn] to convey; to forward (mail); to transfer; to turn; to shift; [zhuàn] to revolve; to turn; to circle about; to walk about; classifier for revolutions (per minute etc): revs, rpm; classifier for repeated actions; 
跑,[páo] (of an animal) to paw (the ground); [pǎo] to run; to run away; to escape; to run around (on errands etc); (of a gas or liquid) to leak or evaporate; (verb complement) away; off; 
切,[qiē] to cut; to slice; tangent (math); [qiè] definitely; absolutely (not); (scoffing or dismissive interjection) Yeah, right.; Tut!; to grind; close to; eager; to correspond to; see also 反切[fan3 qie4]; 
别,[Bié] surname Bie; [bié] to leave; to depart; to separate; to distinguish; to classify; other; another; do not; must not; to pin; to stick (sth) in; [biè] to make sb change their ways, opinions etc; 
起,[qǐ] to rise; to raise; to get up; to set out; to start; to appear; to launch; to initiate (action); to draft; to establish; to get (from a depot or counter); verb suffix, to start; (before place or time) starting from; classifier for occurrences or unpredictable events: case, instance; classifier for groups: batch, group; 
到,[dào] to (a place); until (a time); up to; to go; to arrive; (verb complement denoting completion or result of an action); 
前,[qián] front; forward; ahead; first; top (followed by a number); future; ago; before; BC (e.g. 前293年); former; formerly; 
功,[gōng] meritorious deed or service; achievement; result; service; accomplishment; work (physics); 
十,[shí] ten; 10; 
去,[qù] to go; to go to (a place); to cause to go or send (sb); to remove; to get rid of; (when used either before or after a verb) to go in order to do sth; to be apart from in space or time; (after a verb of motion indicates movement away from the speaker); (used after certain verbs to indicate detachment or separation); (of a time or an event etc) just passed or elapsed; 
又,[yòu] (once) again; also; both... and...; and yet; (used for emphasis) anyway; 
受,[shòu] to receive; to accept; to suffer; subjected to; to bear; to stand; pleasant; (passive marker); 
口,[kǒu] mouth; classifier for things with mouths (people, domestic animals, cannons, wells etc); classifier for bites or mouthfuls; 
句,[gōu] variant of 勾[gou1]; [jù] sentence; clause; phrase; classifier for phrases or lines of verse; 
只,[zhǐ] only; merely; just; but; 
走,[zǒu] to walk; to go; to run; to move (of vehicle); to visit; to leave; to go away; to die (euph.); from; through; away (in compound verbs, such as 撤走[che4 zou3]); to change (shape, form, meaning); 
叫,[jiào] to shout; to call; to order; to ask; to be called; by (indicates agent in the passive mood); 
可,[kě] can; may; able to; to approve; to permit; to suit; (particle used for emphasis) certainly; very; [kè] see 可汗[ke4 han2]; 
赞,[zàn] variant of 讚|赞[zan4]; [zàn] variant of 贊|赞[zan4]; to praise; [zàn] variant of 贊|赞[zan4]; [zàn] to patronize; to support; to praise; (Internet slang) to like (an online post on Facebook etc); 
费,[Fèi] surname Fei; [fèi] to cost; to spend; fee; wasteful; expenses; 
叹,[tàn] to sigh; to gasp; to exclaim; [tàn] variant of 嘆|叹[tan4]; 
后,[Hòu] surname Hou; [hòu] empress; queen; [hòu] back; behind; rear; afterwards; after; later; 
吗,[mǎ] see 嗎啡|吗啡, morphine; [ma] (question particle for "yes-no" questions); 
吧,[bā] bar (loanword) (serving drinks, or providing Internet access etc); to puff (on a pipe etc); (onom.) bang; abbr. for 貼吧|贴吧[tie1 ba1]; [ba] (modal particle indicating suggestion or surmise); ...right?; ...OK?; ...I presume.; 
呀,[ya] (particle equivalent to 啊 after a vowel, expressing surprise or doubt); 
呢,[ne] particle indicating that a previously asked question is to be applied to the preceding word ("What about ...?", "And ...?"); particle for inquiring about location ("Where is ...?"); particle signaling a pause, to emphasize the preceding words and allow the listener time to take them on board ("ok?", "are you with me?"); (at the end of a declarative sentence) particle indicating continuation of a state or action; particle indicating strong affirmation; [ní] woolen material; 
和,[Hé] surname He; Japanese (food, clothes etc); [hé] and; together with; with; sum; union; peace; harmony; Taiwan pr. [han4] when it means "and"; [hè] to compose a poem in reply (to sb's poem) using the same rhyme sequence; to join in the singing; to chime in with others; [hú] to complete a set in mahjong or playing cards; [huó] soft; warm; [huò] to mix together; to blend; 
哭,[kū] to cry; to weep; 
说,[shuì] to persuade; [shuō] to speak; to say; to explain; to scold; to tell off; a theory (usually in compounds such as 日心说 heliocentric theory); 
噩,[è] startling; 
语,[yǔ] dialect; language; speech; [yù] to tell to; 
回,[huí] to circle; to go back; to turn around; to answer; to return; to revolve; Hui ethnic group (Chinese Muslims); time; classifier for acts of a play; section or chapter (of a classic book); 
话,[huà] dialect; language; spoken words; speech; talk; words; conversation; what sb said; CL:種|种[zhong3],席[xi2],句[ju4],口[kou3],番[fan1]; [huà] old variant of 話|话[hua4]; 
因,[yīn] cause; reason; because; 
让,[ràng] to yield; to permit; to let sb do sth; to have sb do sth; to make sb (feel sad etc); 
在,[zài] (located) at; (to be) in; to exist; in the middle of doing sth; (indicating an action in progress); 
地,[de] -ly; structural particle: used before a verb or adjective, linking it to preceding modifying adverbial adjunct; [dì] earth; ground; field; place; land; CL:片[pian4]; 
解,[Xiè] surname Xie; [jiě] to divide; to break up; to split; to separate; to dissolve; to solve; to melt; to remove; to untie; to loosen; to open; to emancipate; to explain; to understand; to know; a solution; a dissection; [jiè] to transport under guard; [xiè] acrobatic display (esp. on horseback) (old); variant of 懈[xie4] and 邂[xie4] (old); 
见,[jiàn] to see; to meet; to appear (to be sth); to interview; [xiàn] to appear; also written 現|现[xian4]; 
坐,[Zuò] surname Zuo; [zuò] to sit; to take a seat; to take (a bus, airplane etc); to bear fruit; variant of 座[zuo4]; 
堂,[táng] (main) hall; large room for a specific purpose; relationship between cousins etc on the paternal side of a family; of the same clan; classifier for sets (or suites) of furniture, classes etc; CL:間|间[jian1]; 
声,[shēng] sound; voice; tone; noise; classifier for sounds; 
夜,[yè] night; 
要,[yāo] to demand; to request; to coerce; [yào] important; vital; to want; to ask for; will; going to (as future auxiliary); may; must; (used in a comparison) must be; probably; if; 
大,[dà] big; huge; large; major; great; wide; deep; older (than); oldest; eldest; greatly; very much; (dialect) father; father's elder or younger brother; [dài] see 大夫[dai4 fu5]; 
被,[bèi] quilt; by; (indicates passive-voice clauses); (literary) to cover; to meet with; 
落,[là] to leave out; to be missing; to leave behind or forget to bring; to lag or fall behind; [lào] see 落枕[lao4 zhen3] and 落炕[lao4 kang4]; [luò] to fall or drop; (of the sun) to set; (of a tide) to go out; to lower; to decline or sink; to lag or fall behind; to fall onto; to rest with; to get or receive; to write down; whereabouts; settlement; 
天,[tiān] day; sky; heaven; 
脱,[tuō] to shed; to take off; to escape; to get away from; 
脏,[zàng] viscera; (anatomy) organ; [zāng] dirty; filthy; 
头,[tóu] head; hair style; the top; end; beginning or end; a stub; remnant; chief; boss; side; aspect; first; leading; classifier for pigs or livestock; CL:個|个[ge4]; [tou] suff. for nouns; 
女,[nǔ:] female; woman; daughter; [rǔ] archaic variant of 汝[ru3]; 
能,[Néng] surname Neng; [néng] to be able to; to be capable of; ability; capability; able; capable; can possibly; (usually used in the negative) to have the possibility of; 
好,[hǎo] good; well; proper; good to; easy to; very; so; (suffix indicating completion or readiness); (of an unmarried couple) to be close; to be keen on each other; [hào] to be fond of; to have a tendency to; to be prone to; 
耗,[hào] to waste; to spend; to consume; to squander; news; (coll.) to delay; to dilly-dally; 
耍,[Shuǎ] surname Shua; [shuǎ] to play with; to wield; to act (cool etc); to display (a skill, one's temper etc); 
如,[rú] as; as if; such as; 
而,[ér] and; as well as; and so; but (not); yet (not); (indicates causal relation); (indicates change of state); (indicates contrast); 
老,[lǎo] prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity; old (of people); venerable (person); experienced; of long standing; always; all the time; of the past; very; outdated; (of meat etc) tough; 
妈,[mā] ma; mom; mother; 
经,[Jīng] surname Jing; [jīng] classics; sacred book; scripture; to pass through; to undergo; to bear; to endure; warp (textile); longitude; menstruation; channel (TCM); abbr. for economics 經濟|经济[jing1 ji4]; 
姐,[jiě] older sister; 
终,[zhōng] end; finish; 
姑,[gū] paternal aunt; husband's sister; husband's mother (old); nun; for the time being (literary); 
糟,[zāo] dregs; draff; pickled in wine; rotten; messy; ruined; 
娘,[niáng] mother; young lady; 
子,[zǐ] son; child; seed; egg; small thing; 1st earthly branch: 11 p.m.-1 a.m., midnight, 11th solar month (7th December to 5th January), year of the Rat; Viscount, fourth of five orders of nobility 五等爵位[wu3 deng3 jue2 wei4]; [zi] (noun suffix); 
,
管,[Guǎn] surname Guan; [guǎn] to take care (of); to control; to manage; to be in charge of; to look after; to run; to care about; tube; pipe; woodwind; classifier for tube-shaped objects; particle similar to 把[ba3] in 管...叫 constructions; writing brush; (coll.) to; towards; 
算,[suàn] to regard as; to figure; to calculate; to compute; 
孩,[hái] child; 
简,[jiǎn] simple; uncomplicated; letter; to choose; to select; bamboo strips used for writing (old); 
它,[tā] it; 
定,[dìng] to set; to fix; to determine; to decide; to order; 
寄,[jì] to live (in a house); to lodge; to mail; to send; to entrust; to depend; 
密,[Mì] surname Mi; name of an ancient state; [mì] secret; confidential; close; thick; dense; 
对,[duì] right; correct; couple; pair; towards; at; for; to face; opposite; to treat (sb a certain way); to match together; to adjust; to fit; to suit; to answer; to reply; classifier: couple; 
笑,[xiào] laugh; smile; CL:個|个[ge4]; 
突,[tū] to dash; to move forward quickly; to bulge; to protrude; to break through; to rush out; sudden; Taiwan pr. [tu2]; 
将,[jiāng] will; shall; to use; to take; to checkmate; just a short while ago; [jiàng] general; commander-in-chief (military); king (chess piece); to command; to lead; [qiāng] to desire; to invite; to request; 
秘,[bì] see 秘魯|秘鲁[Bi4 lu3]; [mì] secret; secretary; 
小,[xiǎo] small; tiny; few; young; 
秋,[Qiū] surname Qiu; [qiū] autumn; fall; harvest time; a swing; 
祷,[dǎo] prayer; pray; supplication; 
就,[jiù] at once; right away; only; just (emphasis); as early as; already; as soon as; then; in that case; as many as; even if; to approach; to move towards; to undertake; to engage in; to suffer; subjected to; to accomplish; to take advantage of; to go with (of foods); with regard to; concerning; 
居,[Jū] surname Ju; [jī] (archaic) sentence-final particle expressing a doubting attitude; [jū] to reside; to be (in a certain position); to store up; to be at a standstill; residence; house; restaurant; classifier for bedrooms; 
祈,[qí] to implore; to pray; to request; 
山,[Shān] surname Shan; [shān] mountain; hill; anything that resembles a mountain; CL:座[zuo4]; bundled straw in which silkworms spin cocoons; gable; 
短,[duǎn] short; brief; to lack; weak point; fault; 
岁,[suì] variant of 歲|岁[sui4], year; years old; [suì] classifier for years (of age); year; year (of crop harvests); 
已,[yǐ] already; to stop; then; afterwards; 
知,[zhī] to know; to be aware; 
年,[Nián] surname Nian; [nián] year; CL:個|个[ge4]; 
瞧,[qiáo] to look at; to see; to see (a doctor); to visit; 
弟,[dì] younger brother; junior male; I (modest word in letter); [tì] variant of 悌[ti4]; 
着,[zhāo] (chess) move; trick; all right!; (dialect) to add; [zháo] to touch; to come in contact with; to feel; to be affected by; to catch fire; to fall asleep; to burn; [zhe] aspect particle indicating action in progress; [zhuó] to wear (clothes); to contact; to use; to apply; 
当,[dāng] (onom.) dong; ding dong (bell); [dāng] to be; to act as; manage; withstand; when; during; ought; should; match equally; equal; same; obstruct; just at (a time or place); on the spot; right; just at; [dàng] at or in the very same...; suitable; adequate; fitting; proper; to replace; to regard as; to think; to pawn; (coll.) to fail (a student); 
看,[kān] to look after; to take care of; to watch; to guard; [kàn] to see; to look at; to read; to watch; to visit; to call on; to consider; to regard as; to look after; to treat (an illness); to depend on; to feel (that); (after verb) to give it a try; Watch out! (for a danger); 
往,[wǎng] to go (in a direction); to; towards; (of a train) bound for; past; previous; 
很,[hěn] (adverb of degree); quite; very; awfully; 
得,[dé] to obtain; to get; to gain; to catch (a disease); proper; suitable; proud; contented; to allow; to permit; ready; finished; [de] structural particle: used after a verb (or adjective as main verb), linking it to following phrase indicating effect, degree, possibility etc; [děi] to have to; must; ought to; to need to; 
心,[xīn] heart; mind; intention; center; core; CL:顆|颗[ke1],個|个[ge4]; 
皮,[Pí] surname Pi; [pí] leather; skin; fur; CL:張|张[zhang1]; pico- (one trillionth); naughty; 
快,[kuài] rapid; quick; speed; rate; soon; almost; to make haste; clever; sharp (of knives or wits); forthright; plain-spoken; gratified; pleased; pleasant; 
总,[zǒng] always; to assemble; gather; total; overall; head; chief; general; in every case; 
的,[de] of; ~'s (possessive particle); (used after an attribute); (used to form a nominal expression); (used at the end of a declarative sentence for emphasis); [dī] see 的士[di1 shi4]; [dí] really and truly; [dì] aim; clear; 
白,[Bái] surname Bai; [bái] white; snowy; pure; bright; empty; blank; plain; clear; to make clear; in vain; gratuitous; free of charge; reactionary; anti-communist; funeral; to stare coldly; to write wrong character; to state; to explain; vernacular; spoken lines in opera; 
惑,[huò] to confuse; to be puzzled; 
想,[xiǎng] to think; to believe; to suppose; to wish; to want; to miss (feel wistful about the absence of sb or sth); 
慢,[màn] slow; 
疑,[yí] to doubt; to misbelieve; to suspect; 
憔,[qiáo] haggard; 
男,[nán] male; Baron, lowest of five orders of nobility 五等爵位[wu3 deng3 jue2 wei4]; CL:個|个[ge4]; 
我,[wǒ] I; me; my; 
才,[cái] ability; talent; sb of a certain type; a capable individual; only; only then; just now; 
把,[bǎ] to hold; to contain; to grasp; to take hold of; handle; particle marking the following noun as a direct object; classifier for objects with handle; classifier for small objects: handful; [bà] handle; 
拔,[bá] to pull up; to pull out; to draw out by suction; to select; to pick; to stand out (above level); to surpass; to seize; 
挺,[tǐng] to stick out; to (physically) straighten up; to endure or hold out; straight; stiff; outstanding; extraordinary; rather; quite; very; classifier for machine guns; 
用,[yòng] to use; to employ; to have to; to eat or drink; expense or outlay; usefulness; hence; therefore; 
摸,[mō] to feel with the hand; to touch; to stroke; to grope; to steal; to abstract; [mó] variant of 摹[mo2]; 
救,[jiù] to save; to assist; to rescue; 
新,[Xīn] abbr. for Xinjiang 新疆[Xin1 jiang1] or Singapore 新加坡[Xin1 jia1 po1]; surname Xin; [xīn] new; newly; meso- (chemistry); 
方,[Fāng] surname Fang; [fāng] square; power or involution (mathematics); upright; honest; fair and square; direction; side; party (to a contract, dispute etc); place; method; prescription (medicine); just when; only or just; classifier for square things; abbr. for square or cubic meter; 
旁,[páng] beside; one side; other; side; self; the right-hand side of split Chinese character, often the phonetic; 
甜,[tián] sweet; 
日,[Rì] abbr. for 日本[Ri4 ben3], Japan; [rì] sun; day; date, day of the month; 
玩,[wán] toy; sth used for amusement; curio or antique (Taiwan pr. [wan4]); to play; to have fun; to trifle with; to keep sth for entertainment; 
星,[xīng] star; satellite; small amount; 
爹,[diē] dad; 
春,[Chūn] surname Chun; [chūn] spring (time); gay; joyful; youthful; love; lust; life; 
照,[zhào] according to; in accordance with; to shine; to illuminate; to reflect; to look at (one's reflection); to take (a photo); photo; as requested; as before; 
是,[shì] is; are; am; yes; to be; 
晚,[wǎn] evening; night; late; 
然,[rán] correct; right; so; thus; like this; -ly; 
最,[zuì] most; the most; -est (superlative suffix); 
活,[huó] to live; alive; living; work; workmanship; 
月,[yuè] moon; month; monthly; CL:個|个[ge4],輪|轮[lun2]; 
有,[yǒu] to have; there is; there are; to exist; to be; 
期,[qī] a period of time; phase; stage; (used for issue of a periodical, courses of study); time; term; period; to hope; Taiwan pr. [qi2]; 
村,[cūn] village; 
泣,[qì] to sob; 
没,[méi] (negative prefix for verbs); have not; not; [mò] drowned; to end; to die; to inundate; 
来,[lái] to come; to arrive; to come round; ever since; next; 
求,[qiú] to seek; to look for; to request; to demand; to beseech; 
树,[shù] tree; CL:棵[ke1]; to cultivate; to set up; 
气,[qì] gas; air; smell; weather; to make angry; to annoy; to get angry; vital energy; qi; 
样,[yàng] manner; pattern; way; appearance; shape; CL:個|个[ge4]; 
棵,[kē] classifier for trees, cabbages, plants etc; 
此,[cǐ] this; these; 
死,[sǐ] to die; impassable; uncrossable; inflexible; rigid; extremely; damned; 
民,[Mín] surname Min; [mín] the people; nationality; citizen; 
女孩,[nǔ: hái] girl; lass; 
死后,[sǐ hòu] after death; posthumous; 
来往,[lái wǎng] to come and go; to have dealings with; to be in relation with; 
村民,[cūn mín] villager; 
没有,[méi yǒu] haven't; hasn't; doesn't exist; to not have; to not be; 
村子,[cūn zi] village; 
最后,[zuì hòu] final; last; finally; ultimate; 
晚上,[wǎn shang] evening; night; CL:個|个[ge4]; in the evening; 
春秋,[Chūn qiū] Spring and Autumn Period (770-476 BC); Spring and Autumn Annals, chronicle of Lu State (722-481 BC); [chūn qiū] spring and autumn; four seasons; year; a person's age; annals (used in book titles); 
照顾,[zhào gu] to take care of; to show consideration; to attend to; to look after; 
星期,[xīng qī] week; CL:個|个[ge4]; day of the week; Sunday; 
日子,[rì zi] day; a (calendar) date; days of one's life; 
玩耍,[wán shuǎ] to enjoy oneself; an entertainment; to play (of children); 
旁边,[páng biān] lateral; side; to the side; beside; 
挺拔,[tǐng bá] tall and straight; 
用功,[yòng gōng] diligent; industrious (in one's studies); to study hard; to make great effort; 
憔悴,[qiáo cuì] wan and sallow; thin and pallid; haggard; (of plants) withered; 
男孩,[nán hái] boy; CL:個|个[ge4]; 
慢慢,[màn màn] slowly; 
疑惑,[yí huò] to doubt; to distrust; unconvincing; to puzzle over; misgivings; suspicions; 
一句,[yī jù] a line of verse; a sentence; 
白天,[bái tiān] daytime; during the day; day; CL:個|个[ge4]; 
总是,[zǒng shì] always; 
的话,[de huà] if (coming after a conditional clause); 
心里,[xīn li] chest; heart; mind; 
当然,[dāng rán] only natural; as it should be; certainly; of course; without doubt; 
看看,[kàn kan] to take a look at; to examine; to survey; (coll.) pretty soon; 
弟弟,[dì di] younger brother; CL:個|个[ge4],位[wei4]; 
年轻,[nián qīng] young; 
高大,[gāo dà] tall; lofty; 
已经,[yǐ jīng] already; 
知道,[zhī dào] to know; to become aware of; also pr. [zhi1 dao5]; 
一定,[yī dìng] surely; certainly; necessarily; fixed; a certain (extent etc); given; particular; must; 
山头,[shān tóu] mountain top; 
居然,[jū rán] unexpectedly; to one's surprise; go so far as to; 
祈祷,[qí dǎo] to pray; to say one's prayers; prayer; 
小树,[xiǎo shù] shrub; small tree; sapling; CL:棵[ke1]; 
小孩,[xiǎo hái] child; CL:個|个[ge4]; 
将要,[jiāng yào] will; shall; to be going to; 
秘密,[mì mì] secret; CL:個|个[ge4]; 
一样,[yī yàng] same; like; equal to; the same as; just like; 
突然,[tū rán] sudden; abrupt; unexpected; 
下来,[xià lai] to come down; (after verb of motion, indicates motion down and towards us, also fig.); (indicates continuation from the past towards us); to be harvested (of crops); to be over (of a period of time); to go among the masses (said of leaders); 
孩子,[hái zi] child; 
简短,[jiǎn duǎn] brief; short-duration; 
学费,[xué fèi] tuition fee; tuition; CL:個|个[ge4]; 
学习,[xué xí] to learn; to study; 
姑娘,[gū niang] girl; young woman; young lady; daughter; paternal aunt (old); CL:個|个[ge4]; 
姐姐,[jiě jie] older sister; CL:個|个[ge4]; 
妈妈,[mā ma] mama; mommy; mother; CL:個|个[ge4],位[wei4]; 
如此,[rú cǐ] in this way; so; 
老头,[lǎo tóu] old fellow; old man; father; husband; 
老远,[lǎo yuǎn] very far away; 
如何,[rú hé] how; what way; what; 
难受,[nán shòu] to feel unwell; to suffer pain; to be difficult to bear; 
好好,[hǎo hǎo] well; carefully; nicely; properly; 
树皮,[shù pí] tree bark; 
天天,[tiān tiān] every day; 
天堂,[tiān táng] paradise; heaven; 
脱落,[tuō luò] to drop off; to come off; to lose (hair etc); to omit (a character when writing); 
大树,[Dà shù] Tashu township in Kaohsiung county 高雄縣|高雄县[Gao1 xiong2 xian4], southwest Taiwan; 
大声,[dà shēng] loud voice; in a loud voice; loudly; 
夜里,[yè li] during the night; at night; nighttime; 
要求,[yāo qiú] to request; to require; to stake a claim; to ask; to demand; CL:點|点[dian3]; 
地方,[dì fāng] region; regional (away from the central administration); local; [dì fang] area; place; space; room; territory; CL:處|处[chu4],個|个[ge4],塊|块[kuai4]; 
见到,[jiàn dào] to see; 
地下,[dì xià] underground; subterranean; covert; 
因为,[yīn wèi] because; owing to; on account of; 
回来,[huí lai] to return; to come back; 
话语,[huà yǔ] words; speech; utterance; discourse; 
噩耗,[è hào] news of sb's death; grievous news; 
哭泣,[kū qì] to weep; 
说好,[shuō hǎo] to come to an agreement; to complete negotiations; 
可能,[kě néng] might (happen); possible; probable; possibility; probability; maybe; perhaps; CL:個|个[ge4]; 
可以,[kě yǐ] can; may; possible; able to; 
不再,[bù zài] no more; no longer; 
只有,[zhǐ yǒu] only; 
别人,[bié ren] other people; others; other person; 
几年,[jǐ nián] a few years; several years; how many years; 
几个,[jǐ ge] a few; several; how many; 
转头,[zhuǎn tóu] to turn one's head; to change direction; U-turn; volte face; to repent; [zhuàn tóu] nutation (plants turning to face the sun); 
保管,[bǎo guǎn] to assure; to guarantee; to take care of; to safeguard; certainly; surely; 
依然,[yī rán] still; as before; 
你们,[nǐ men] you (plural); 
过去,[guò qu] (in the) past; former; previous; to go over; to pass by; 
但是,[dàn shì] but; however; 
这个,[zhè ge] this; this one; 
这么,[zhè me] so much; this much; how much?; this way; like this; 
传来,[chuán lái] (of a sound) to come through; to be heard; (of news) to arrive; 
以前,[yǐ qián] before; formerly; previous; ago; 
以上,[yǐ shàng] that level or higher; that amount or more; the above-mentioned; 
什么,[shén me] what?; who?; something; anything; 
遥远,[yáo yuǎn] distant; remote; 
人们,[rén men] people; 
那个,[nà ge] that one; also pr. [nei4 ge5]; 
那样,[nà yàng] that kind; that sort; 
人人,[rén rén] everyone; every person; 
了解,[liǎo jiě] to understand; to realize; to find out; 
主人,[zhǔ rén] master; host; owner; CL:個|个[ge4]; 
为了,[wèi le] in order to; for the purpose of; so as to; 
长大,[zhǎng dà] to grow up; 
临终,[lín zhōng] approaching one's end; with one foot in the grave; 
不解,[bù jiě] to not understand; to be puzzled by; indissoluble; 
闺女,[guī nǔ:] maiden; unmarried woman; daughter; 
默默,[mò mò] in silence; not speaking; 
好起来,[hǎo qǐ lai] to get better; to improve; to get well; 
对不住,[duì bu zhù] to let sb down; to be unfair; I'm sorry; pardon me (formal); 
对得起,[duì de qǐ] not to let sb down; to treat sb fairly; be worthy of; 
一定要,[yī dìng yào] must; 
知道了,[zhī dào le] OK!; Got it!; 
瞧不起,[qiáo bù qǐ] to look down upon; to hold in contempt; 
一口气,[yī kǒu qì] one breath; in one breath; at a stretch; 
赞叹不已,[zàn tàn bù yǐ] to be full of praise (idiom); 
